luogo_di_residenza,n_clienti,lat,lon,n_polizze_casa,penetrazione_casa,n_polizze_salute,penetrazione_salute,NDVI_mean,protection_gap_casa,protection_gap_salute,valore_immobiliare_medio,pg_casa_norm,pg_salute_norm,aff_norm,ndvi_norm,potential_score_casa,potential_score_salute
champorcher,1,41.06491314526987,12.413166042448069,0.0,0.0,0.0,0.0,0.0,1.0,1.0,125997.21543016944,1.0,1.0,0.03852558823052331,0.0,0.0,0.0
chef lieu,1,42.67207781005024,10.70672925670522,1.0,1.0,1.0,1.0,0.0,0.0,0.0,188956.2784893983,0.0,0.0,0.13201808742262988,0.0,0.0,0.0
chiaiamari,1,42.18402700613435,12.801222369257903,0.0,0.0,1.0,1.0,0.6492620756609221,1.0,0.0,103499.84515737245,1.0,0.0,0.0051176042191462875,0.7153272707633137,0.19214140636442717,0.0
chialamberto,2,41.991567737987026,11.864127029370454,1.0,0.5,2.0,1.0,0.0,0.5,0.0,351965.60610429384,0.5,0.0,0.37408251293678113,0.0,0.0,0.0
chianciano terme,1,41.02802492888973,11.62836782463208,1.0,1.0,1.0,1.0,0.0,0.0,0.0,203976.90206534468,0.0,0.0,0.15432330559619117,0.0,0.0,0.0
chianocco,1,41.67083426789191,10.2923403641046,0.0,0.0,0.0,0.0,0.0,1.0,1.0,206294.7459427075,1.0,1.0,0.15776524082047985,0.0,0.0,0.0
chiaramonti,1,43.03808059486778,10.823952736753892,1.0,1.0,1.0,1.0,0.4975472767703018,0.0,0.0,285834.3207204073,0.0,0.0,0.2758793497240516,0.548174841731697,0.0,0.0
chiarano,1,41.45253036103785,13.37883666830345,0.0,0.0,0.0,0.0,0.6476664669735188,1.0,1.0,112804.01322891534,1.0,1.0,0.018934041180630547,0.713569302062609,0.2843545794716366,0.2843545794716366
chiareggio,2,42.43367114941119,12.489774691887188,1.0,0.5,2.0,1.0,0.4996203101937278,0.5,0.0,517243.2355846254,0.5,0.0,0.6195153051326637,0.5504588151787383,0.5435576099997366,0.0
chiaromonte,1,40.95017652349731,11.49300716651736,1.0,1.0,0.0,0.0,0.0,0.0,1.0,228337.115282282,0.0,1.0,0.1904975608001083,0.0,0.0,0.0
chiarone,1,43.0157507377657,10.441576936999734,0.0,0.0,1.0,1.0,0.0,1.0,0.0,389959.785308627,1.0,0.0,0.4305028374454886,0.0,0.0,0.0
chiassa superiore,2,42.374655151009364,10.726973798818687,1.0,0.5,1.0,0.5,0.0,0.5,0.5,249998.01669374778,0.5,0.5,0.22266341126402986,0.0,0.0,0.0
chiassis,1,42.15032455220606,12.30316988448924,1.0,1.0,0.0,0.0,0.4705131213260232,0.0,1.0,191045.14149456847,0.0,1.0,0.13511999226895152,0.5183898452621875,0.0,0.48100233055484976
chiavano,1,42.08033073286634,13.32100077112554,0.0,0.0,0.0,0.0,0.6343496639066437,1.0,1.0,299377.4578913421,1.0,1.0,0.2959905407025617,0.6988974572864863,0.6460498674327361,0.6460498674327361
chiavenna,1,42.998503008596096,10.543544600510376,0.0,0.0,0.0,0.0,0.4270822206954697,1.0,1.0,205305.64096981165,1.0,1.0,0.15629644679169358,0.4705396646040591,0.4928377647885227,0.4928377647885227
chiaverano,1,42.50585542101622,12.152318171496216,0.0,0.0,1.0,1.0,0.4120734821677273,1.0,0.0,345709.1871538939,1.0,0.0,0.36479190066836986,0.45400372269228,0.630994304149925,0.0
chienes,1,42.58213742564209,10.62309304232068,1.0,1.0,1.0,1.0,0.0,0.0,0.0,129325.6359158306,0.0,0.0,0.043468202279177776,0.0,0.0,0.0
chiesa,1,43.519009609177374,10.196883658163046,0.0,0.0,0.0,0.0,0.0,1.0,1.0,156109.2054380516,1.0,1.0,0.08324107579799547,0.0,0.0,0.0
chiesanuova,2,41.62849469426452,12.053564111840512,0.0,0.0,2.0,1.0,0.0,1.0,0.0,395182.55722993304,1.0,0.0,0.4382585119410557,0.0,0.0,0.0
chiesina uzzanese,1,40.160276345393065,13.937287915256166,1.0,1.0,1.0,1.0,0.0,0.0,0.0,211321.94842034875,0.0,0.0,0.16523050000226394,0.0,0.0,0.0
chieuti,1,43.515915601129066,12.287089408193289,1.0,1.0,0.0,0.0,0.5833304168256431,0.0,1.0,226069.3574407489,0.0,1.0,0.18713000197910154,0.642686783447728,0.0,0.5536596839094187
chieuti scalo,2,42.696677235252,10.704435331416509,2.0,1.0,0.0,0.0,0.0,0.0,1.0,304787.30990850355,0.0,1.0,0.3040240240609158,0.0,0.0,0.0
chieve,1,40.94927081681556,11.15466521070184,1.0,1.0,1.0,1.0,0.0,0.0,0.0,187860.5378166328,0.0,0.0,0.1303909422748866,0.0,0.0,0.0
chievo,1,42.30045026775745,12.952767589297997,1.0,1.0,0.0,0.0,0.8420875617986773,0.0,1.0,296614.40100321523,0.0,1.0,0.2918874762456156,0.9277735754271417,0.0,0.6808525027596374
chilivani,1,43.83609670389186,12.453607386088684,0.0,0.0,0.0,0.0,0.6533443251931348,1.0,1.0,220974.7289551852,1.0,1.0,0.17956461700628898,0.7198249066578482,0.5593860130001577,0.5593860130001577
chioggia,1,42.43327800003109,11.124199000667556,1.0,1.0,0.0,0.0,0.3827833649746806,0.0,1.0,256073.2094404642,0.0,1.0,0.2316849075405857,0.42173321071033276,0.0,0.5425963695198671
chiusa,1,40.20939506723841,13.79462463082626,1.0,1.0,1.0,1.0,0.0,0.0,0.0,323035.2290075452,0.0,0.0,0.33112168845944434,0.0,0.0,0.0
chiusa sclafani,2,43.549268157989744,11.839541592330166,1.0,0.5,0.0,0.0,0.747943440957166,0.5,1.0,231354.4027794957,0.5,1.0,0.19497815080873382,0.8240498873441491,0.41655417074008855,0.5890965577237111
chiusi stazione,1,43.3421571169657,12.919496050570563,1.0,1.0,0.0,0.0,0.4375181180549429,0.0,1.0,108665.73647683236,0.0,1.0,0.012788812565381674,0.4820374591864993,0.0,0.23370350424305528
chorio,1,40.67524002313826,13.415771528567412,0.0,0.0,1.0,1.0,0.0,1.0,0.0,217991.62684305484,1.0,0.0,0.17513479136631807,0.0,0.0,0.0
cianciana,1,43.135810072391365,11.81304709010344,0.0,0.0,1.0,1.0,0.3786774472969287,1.0,0.0,250123.23586796207,1.0,0.0,0.2228493583378142,0.41720949833514853,0.5351484277420719,0.0
ciardes,1,43.02621064023126,12.44205265636864,1.0,1.0,1.0,1.0,0.416490238001986,0.0,0.0,253925.5956408364,0.0,0.0,0.2284957593596833,0.45886990233681263,0.0,0.0
cicagna,1,42.253058882082485,12.795610287576572,1.0,1.0,1.0,1.0,0.7176380976259424,0.0,0.0,421379.1404637316,0.0,0.0,0.4771597267592907,0.7906608456192002,0.0,0.0
cicala,1,43.81751440088357,10.843877158846798,0.0,0.0,0.0,0.0,0.4276512694066691,1.0,1.0,190966.14849169616,1.0,1.0,0.13500268980448707,0.47116661645720603,0.47177793901241605,0.47177793901241605
ciconia,1,42.1792043411044,10.502573969649257,1.0,1.0,0.0,0.0,0.0,0.0,1.0,366755.2853310674,0.0,1.0,0.3960447850223717,0.0,0.0,0.0
ciconicco,1,40.01401865412424,10.11051902323366,1.0,1.0,1.0,1.0,0.0,0.0,0.0,172378.82412846672,0.0,0.0,0.10740101780409793,0.0,0.0,0.0
ciconio,1,42.68953537316681,13.30425873819314,0.0,0.0,0.0,0.0,0.884439438780419,1.0,1.0,198415.2084664923,1.0,1.0,0.14606434161179577,0.974434937161867,0.5586165920256385,0.5586165920256385
ciggiano,1,40.54091461647221,11.259203304536149,0.0,0.0,1.0,1.0,0.0,1.0,0.0,288566.5104794147,1.0,0.0,0.27993657733235283,0.0,0.0,0.0
cilavegna,1,42.97721486934947,11.867869636655191,0.0,0.0,0.0,0.0,0.6797281593468165,1.0,1.0,138639.1171325494,1.0,1.0,0.05729846900837976,0.7488934088620052,0.40024591402282195,0.40024591402282195
cima,1,42.228876179720174,10.827364152574244,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100727.61942990751,1.0,1.0,0.001000924284733575,0.0,0.0,0.0
cima paganella,1,42.99848462225457,13.030147147188917,0.0,0.0,1.0,1.0,0.6539581412613813,1.0,0.0,481888.8659182173,1.0,0.0,0.567015026112238,0.7205011811382304,0.7899603795870209,0.0
cimadolmo,1,42.64711092988655,10.307212193257689,0.0,0.0,0.0,0.0,0.0,1.0,1.0,598860.5371682486,1.0,1.0,0.7407147819290433,0.0,0.0,0.0
cimbro,2,41.132368116675835,11.856343165465848,2.0,1.0,2.0,1.0,0.0,0.0,0.0,303153.3864454998,0.0,0.0,0.3015976920822913,0.0,0.0,0.0
cimolais,1,43.22483862068973,13.553726820576385,1.0,1.0,1.0,1.0,0.3530295320548605,0.0,0.0,560387.8469037605,0.0,0.0,0.6835838814884344,0.3889517979416652,0.0,0.0
cimpello,1,42.330215348167975,10.284027120890354,1.0,1.0,1.0,1.0,0.0,0.0,0.0,278470.3124770525,0.0,0.0,0.2649439974286271,0.0,0.0,0.0
cinaglio,1,43.58225139252736,13.636701056214342,0.0,0.0,0.0,0.0,0.0,1.0,1.0,221991.6551554093,1.0,1.0,0.18107472480226178,0.0,0.0,0.0
cineto romano,2,41.879167656291926,12.14989806721745,1.0,0.5,1.0,0.5,0.0,0.5,0.5,120467.26735912776,0.5,0.5,0.030313765492979088,0.0,0.0,0.0
cinisi,1,40.37777184302372,12.732027093665428,1.0,1.0,1.0,1.0,0.0,0.0,0.0,259591.57251957632,0.0,0.0,0.23690958118323469,0.0,0.0,0.0
cino,2,43.348866203508095,12.044076107070428,1.0,0.5,1.0,0.5,0.8418619431014079,0.5,0.5,233873.49102427193,0.5,0.5,0.19871892845448794,0.9275249990617556,0.4289650386487403,0.4289650386487403
cinquale,1,41.23177483064773,11.114513332359028,1.0,1.0,0.0,0.0,0.0,0.0,1.0,240739.78749592137,0.0,1.0,0.20891519228269223,0.0,0.0,0.0
cinquefrondi,1,43.29897294938803,11.169532441648771,0.0,0.0,1.0,1.0,0.8061679906682114,1.0,0.0,252482.00526360533,1.0,0.0,0.2263520668455485,0.8881990341949448,0.6253705112554068,0.0
cintello,2,42.3375629592921,12.506383734675925,1.0,0.5,2.0,1.0,0.6598992564225136,0.5,0.0,239008.0660394748,0.5,0.0,0.2063436329391951,0.7270468301955499,0.413213784671945,0.0
ciorlano,2,42.31008730868409,13.364083535195121,1.0,0.5,2.0,1.0,0.5968749916364254,0.5,0.0,328829.40977542824,0.5,0.0,0.33972588957740896,0.6576095767175854,0.4703457469945346,0.0
cipolleto,1,40.95475552572519,10.796967514338473,0.0,0.0,1.0,1.0,0.0,1.0,0.0,104579.82368949066,1.0,0.0,0.006721343015998567,0.0,0.0,0.0
circello,1,41.44389558776011,10.366328293306536,1.0,1.0,0.0,0.0,0.0,0.0,1.0,467045.7990647469,0.0,1.0,0.5449734748505718,0.0,0.0,0.0
cirella,1,43.81244434112772,10.216537633609285,0.0,0.0,0.0,0.0,0.0,1.0,1.0,102631.26209539804,1.0,1.0,0.003827781955693524,0.0,0.0,0.0
ciro',1,41.40080770125187,13.087624973600356,0.0,0.0,1.0,1.0,0.5643745404454258,1.0,0.0,236137.9089128773,1.0,0.0,0.20208152753608266,0.6218020655128564,0.5628444874018651,0.0
ciserano,1,41.08779890451452,13.037593049671855,0.0,0.0,1.0,1.0,0.0,1.0,0.0,538691.844616334,1.0,0.0,0.6513659071767626,0.0,0.0,0.0
cisterna,1,42.74660169341615,13.365427085220794,1.0,1.0,0.0,0.0,0.8644289744754694,0.0,1.0,286230.7512539021,0.0,1.0,0.2764680383024954,0.9523883224671843,0.0,0.6733739194336449
cisterna di latina,2,40.91634298833553,10.983513831968263,1.0,0.5,1.0,0.5,0.0,0.5,0.5,327361.07002603565,0.5,0.5,0.3375454449176039,0.0,0.0,0.0
citta' della pieve,1,40.8213317548272,11.93215879023556,0.0,0.0,0.0,0.0,0.0,1.0,1.0,128408.84844500564,1.0,1.0,0.04210679777741761,0.0,0.0,0.0
cittadella del capo,3,40.93647756392684,11.147579836156678,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.6666666666666667,198640.77609649603,1.0,0.6666666666666667,0.14639930341778787,0.0,0.0,0.0
cittaducale,1,42.71089296480528,11.009258944540612,1.0,1.0,1.0,1.0,0.5700752636364748,0.0,0.0,264040.0515106949,0.0,0.0,0.24351545170090738,0.6280828616882361,0.0,0.0
civago,1,40.814044433327545,13.493444471365752,0.0,0.0,0.0,0.0,0.0,1.0,1.0,266161.29934225586,1.0,1.0,0.24666544713511357,0.0,0.0,0.0
civate,1,40.085759466492455,12.954610602352568,0.0,0.0,0.0,0.0,0.0,1.0,1.0,159528.0962600633,1.0,1.0,0.08831803583969948,0.0,0.0,0.0
civiasco,1,41.52945332424651,11.77250938129166,0.0,0.0,0.0,0.0,0.0,1.0,1.0,181334.9943088246,1.0,1.0,0.12070068734593582,0.0,0.0,0.0
cividate camuno,1,40.03908892567792,13.120826288804764,0.0,0.0,1.0,1.0,0.0,1.0,0.0,215369.0215760118,1.0,0.0,0.1712402937531695,0.0,0.0,0.0
civiglio,2,43.090192271497365,12.053837859876777,1.0,0.5,1.0,0.5,0.3811944087579644,0.5,0.5,228415.54726964064,0.5,0.5,0.19061403017176753,0.41998257139768086,0.3615577831918643,0.3615577831918643
civita castellana,1,41.627219203806895,11.312932422713358,1.0,1.0,1.0,1.0,0.0,0.0,0.0,215707.96542338617,0.0,0.0,0.1717436161635905,0.0,0.0,0.0
civitaluparella,1,41.40064612787213,12.937238666434418,2.0,2.0,0.0,0.0,0.3804823264102109,0.0,1.0,352505.1638081131,0.0,1.0,0.3748837414769987,0.41919803162326275,0.0,0.6261131549879031
civitanova del sannio,1,41.460101216155294,13.61789570912515,0.0,0.0,0.0,0.0,0.6404109153289426,1.0,1.0,156319.41359097243,1.0,1.0,0.08355322919755664,0.705575466983741,0.44289182716614794,0.44289182716614794
civitanova marche,1,40.133706132372886,11.46700830570376,1.0,1.0,1.0,1.0,0.0,0.0,0.0,283125.7738419479,0.0,0.0,0.2718572311514178,0.0,0.0,0.0
civitavecchia,1,40.95258661466279,13.6337382075175,1.0,1.0,0.0,0.0,0.0,0.0,1.0,131872.00776745108,0.0,1.0,0.047249495340297015,0.0,0.0,0.0
civitella cesi,1,41.75846892003546,12.598323778471356,1.0,1.0,0.0,0.0,0.3490862038366394,0.0,1.0,158292.6968081129,0.0,1.0,0.08648350119685158,0.38460721919941754,0.0,0.3963542006895406
civitella del lago,2,43.75796789210061,11.431971490226797,0.0,0.0,2.0,1.0,0.6044471461180967,1.0,0.0,399893.6832506921,1.0,0.0,0.4452544061664092,0.6659522303273134,0.7232210918405767,0.0
civitella di romagna,1,42.30107306511013,12.52344399682868,1.0,1.0,1.0,1.0,0.5392519069248924,0.0,0.0,125310.47532913076,0.0,0.0,0.03750579782669939,0.5941230965043303,0.0,0.0
civitella licinio,1,43.29045727405472,11.69495301459505,1.0,1.0,0.0,0.0,0.7470417237758632,0.0,1.0,525467.8372495954,0.0,1.0,0.6317286152925407,0.8230564165802127,0.0,0.8380020592873325
civitella paganico,1,41.35722106923827,12.023726617278234,0.0,0.0,0.0,0.0,0.0,1.0,1.0,274539.8800533518,1.0,1.0,0.2591074119976817,0.0,0.0,0.0
civitella san paolo,1,42.424060009917774,10.358527093218472,1.0,1.0,1.0,1.0,0.0,0.0,0.0,303630.4789505469,0.0,0.0,0.30230616149837386,0.0,0.0,0.0
cizzago,1,42.82258374545205,10.475612070711971,0.0,0.0,1.0,1.0,0.0,1.0,0.0,568155.7458623995,1.0,0.0,0.6951190005297028,0.0,0.0,0.0
cleto,1,42.822343450575296,12.753620073968548,1.0,1.0,0.0,0.0,0.481771555489313,0.0,1.0,207996.18212859373,0.0,1.0,0.160291827359494,0.5307938732887689,0.0,0.5086963181091595
clodig,1,42.05778571254124,12.277967354080038,1.0,1.0,1.0,1.0,0.2800506108157807,0.0,0.0,419224.2276689068,0.0,0.0,0.4739597397687015,0.3085469591097337,0.0,0.0
clusane,2,42.1432071523509,12.187381950920319,1.0,0.5,1.0,0.5,0.5104366999531527,0.5,0.5,325810.3322956352,0.5,0.5,0.33524264149325433,0.5623758188913691,0.4540441725400121,0.4540441725400121
coazzolo,1,40.325895590851765,10.77335693444821,1.0,1.0,1.0,1.0,0.0,0.0,0.0,462351.657239296,0.0,0.0,0.5380028016940996,0.0,0.0,0.0
cocconato,1,41.57791756335543,13.46824072951579,0.0,0.0,0.0,0.0,0.7231091522163686,1.0,1.0,195808.31965466653,1.0,1.0,0.14219318250791507,0.7966886034308402,0.5322569650700604,0.5322569650700604
cocullo,2,43.0562456542509,12.832826658509871,1.0,0.5,2.0,1.0,0.7446651205807371,0.5,0.0,338356.6808309054,0.5,0.0,0.35387362841239167,0.8204379838378931,0.4976781954741872,0.0
coderno,1,41.597197024103146,12.03157683812511,0.0,0.0,0.0,0.0,0.0,1.0,1.0,273012.92477137473,1.0,1.0,0.256839924863505,0.0,0.0,0.0
codevilla,1,40.66698227450375,11.813138585350632,1.0,1.0,0.0,0.0,0.0,0.0,1.0,339156.87270273454,0.0,1.0,0.3550618916154215,0.0,0.0,0.0
codigoro,1,43.855813701553146,13.722844889330174,0.0,0.0,1.0,1.0,0.0,1.0,0.0,131974.7492306726,1.0,0.0,0.04740206362356701,0.0,0.0,0.0
codiverno,1,42.13440960610171,10.537187857580747,0.0,0.0,0.0,0.0,0.0,1.0,1.0,230815.855076446,1.0,1.0,0.19417842209223563,0.0,0.0,0.0
codogno,1,40.39831885416012,10.064112625820492,0.0,0.0,1.0,1.0,0.0,1.0,0.0,578358.8384067507,1.0,0.0,0.7102703159259047,0.0,0.0,0.0
codrongianos,1,42.339311245223165,13.765896950024262,1.0,1.0,1.0,1.0,0.6122996151910821,0.0,0.0,526295.0418294547,0.0,0.0,0.632956991633552,0.6746037217377951,0.0,0.0
cognento,1,43.988597759032665,11.037525493633565,1.0,1.0,0.0,0.0,0.8631968149879929,0.0,1.0,502855.517058443,0.0,1.0,0.598149933773501,0.9510307854780964,0.0,0.8485587826615677
cogno,1,43.37015291759455,12.003506423558395,1.0,1.0,1.0,1.0,0.7348772629376915,0.0,0.0,207236.2675125324,0.0,0.0,0.15916337478768003,0.8096541697866991,0.0,0.0
cogollo,1,42.19332799411918,10.371646645318814,1.0,1.0,0.0,0.0,0.0,0.0,1.0,152639.01452177146,0.0,1.0,0.07808793650919185,0.0,0.0,0.0
cogolo,1,43.591096273020206,11.605804030449487,1.0,1.0,0.0,0.0,0.6763969042743362,0.0,1.0,180116.31193864206,0.0,1.0,0.11889097711561461,0.745223184327809,0.0,0.4977393088691313
cogolo in val di pejo,1,40.98882429495551,12.99350099771273,1.0,1.0,0.0,0.0,0.0,0.0,1.0,289276.3051166468,0.0,1.0,0.2809906030964522,0.0,0.0,0.0
cogolonchio,1,41.75363732943708,11.524573261171914,0.0,0.0,1.0,1.0,0.0,1.0,0.0,356502.9781062162,1.0,0.0,0.3808203871618936,0.0,0.0,0.0
cogorno,1,40.875473969318186,13.043894258126612,0.0,0.0,0.0,0.0,0.0,1.0,1.0,299421.76156328525,1.0,1.0,0.29605633045247354,0.0,0.0,0.0
colazza,1,40.736179088200856,13.025804351955648,1.0,1.0,1.0,1.0,0.0,0.0,0.0,252867.29264736167,0.0,0.0,0.22692420814918707,0.0,0.0,0.0
colcavagno,1,43.76300343693784,10.699125139499737,0.0,0.0,1.0,1.0,0.6663139316018971,1.0,0.0,432831.4131311412,1.0,0.0,0.49416604072076614,0.7341142260298602,0.7608772467889438,0.0
colcellalto,1,41.39292255882948,12.84083939326506,1.0,1.0,1.0,1.0,0.0,0.0,0.0,126488.72545787404,0.0,0.0,0.039255467276290784,0.0,0.0,0.0
colere,1,40.62298772741378,10.512314035939518,0.0,0.0,0.0,0.0,0.0,1.0,1.0,214634.00030409504,1.0,1.0,0.17014880712151156,0.0,0.0,0.0
colfelice,1,41.29143977667781,10.352618577009196,0.0,0.0,1.0,1.0,0.0,1.0,0.0,494300.1295295149,1.0,0.0,0.5854454155870725,0.0,0.0,0.0
colfosco,1,40.406298176941526,11.313408295242873,0.0,0.0,0.0,0.0,0.0,1.0,1.0,219614.15791510305,1.0,1.0,0.1775442059536973,0.0,0.0,0.0
colla,1,40.37462981042989,13.072357513674666,0.0,0.0,1.0,1.0,0.0,1.0,0.0,222025.15536887,1.0,0.0,0.1811244717096604,0.0,0.0,0.0
collalbrigo,2,41.51103883637976,12.667401857137044,1.0,0.5,2.0,1.0,0.4052586577892733,0.5,0.0,180514.62602845466,0.5,0.0,0.1194824627240484,0.44649546076521696,0.31815566562740427,0.0
collarmele,1,41.5964371982297,12.46160301883696,0.0,0.0,0.0,0.0,0.0,1.0,1.0,162687.84697875235,1.0,1.0,0.09301017986408537,0.0,0.0,0.0
colle,1,40.384044048454605,12.012117923186803,1.0,1.0,1.0,1.0,0.0,0.0,0.0,228023.1007499808,0.0,0.0,0.19003125774569563,0.0,0.0,0.0
colle di fuori,1,42.61597688568099,12.474340596288462,0.0,0.0,0.0,0.0,0.430178972076041,1.0,1.0,287518.97236848227,1.0,1.0,0.2783810116801461,0.47395152369199617,0.5868656188615815,0.5868656188615815
colle isarco,1,43.02692066827427,11.769175221804542,0.0,0.0,1.0,1.0,0.5022385686960554,1.0,0.0,425394.0830156604,1.0,0.0,0.4831218074360541,0.553343492690075,0.7141935995398297,0.0
colle santa lucia,1,41.85291854963612,11.295756480642863,1.0,1.0,0.0,0.0,0.0,0.0,1.0,484841.9549074442,0.0,1.0,0.571400283079607,0.0,0.0,0.0
colle santa maria,2,41.51322817556479,11.98385974427681,1.0,0.5,1.0,0.5,0.0,0.5,0.5,298323.8913246171,0.5,0.5,0.29442602295718634,0.0,0.0,0.0
collebrincioni,1,41.14654741139304,12.936461204257675,1.0,1.0,1.0,1.0,0.0,0.0,0.0,570628.3837088201,0.0,0.0,0.6987908005951099,0.0,0.0,0.0
collecalcioni,1,43.23744462191405,13.240453578716725,1.0,1.0,0.0,0.0,0.4324232393217722,0.0,1.0,236398.29359688816,0.0,1.0,0.20246819172193026,0.47642415473565936,0.0,0.5339563991767896
collecorvino,2,41.422729267832416,11.837177362568546,1.0,0.5,0.0,0.0,0.0,0.5,1.0,204858.8498433236,0.5,1.0,0.15563297410003477,0.0,0.0,0.0
colledara,1,43.75126786093025,10.017127031344415,1.0,1.0,1.0,1.0,0.0,0.0,0.0,289828.04704759206,0.0,0.0,0.28180992488312845,0.0,0.0,0.0
colledimezzo,1,40.07844212989701,12.685472035587182,1.0,1.0,0.0,0.0,0.0,0.0,1.0,210393.78639583293,0.0,1.0,0.16385220459711225,0.0,0.0,0.0
collegio,1,42.4548259273983,10.278031186060772,0.0,0.0,1.0,1.0,0.0,1.0,0.0,102560.92574949084,1.0,0.0,0.003723334391778569,0.0,0.0,0.0
collemeto,2,41.209005719451696,11.906725342879376,0.0,0.0,1.0,0.5,0.0,1.0,0.5,303587.4224044088,1.0,0.5,0.3022422236964208,0.0,0.0,0.0
collepardo,1,42.02025513671998,10.548044114753711,1.0,1.0,0.0,0.0,0.0,0.0,1.0,273860.5872973532,0.0,1.0,0.25809868069903363,0.0,0.0,0.0
colleranesco,1,43.50848187064915,10.972719921056903,1.0,1.0,1.0,1.0,0.7475047199102363,0.0,0.0,270879.1442150263,0.0,0.0,0.2536713186732752,0.823566524552926,0.0,0.0
collestatte,1,40.448794257882255,13.334138268437028,1.0,1.0,0.0,0.0,0.0,0.0,1.0,322324.2166456654,0.0,1.0,0.3300658544073065,0.0,0.0,0.0
colli,2,43.6137889715845,12.75872513632914,1.0,0.5,0.0,0.0,0.7311162472961735,0.5,1.0,279754.3503905311,0.5,1.0,0.26685075886622345,0.8055104547061493,0.45559586223479404,0.6443098473335098
colli a volturno,1,40.82577076851628,12.109764182231114,0.0,0.0,1.0,1.0,0.0,1.0,0.0,422870.89170654136,1.0,0.0,0.4793749368511564,0.0,0.0,0.0
collina,2,42.15229854140105,12.792205656883853,0.0,0.0,1.0,0.5,0.7782971180272448,1.0,0.5,226377.13012730208,1.0,0.5,0.18758703606205568,0.8574921809727545,0.5869578025529265,0.415041842455529
collinas,1,41.07896986349507,12.809594884322394,1.0,1.0,1.0,1.0,0.0,0.0,0.0,170730.7993545055,0.0,0.0,0.10495374576157734,0.0,0.0,0.0
collinello,1,43.81655231753524,13.402922738344149,1.0,1.0,0.0,0.0,0.0,0.0,1.0,143777.82171899808,0.0,1.0,0.06492930579426173,0.0,0.0,0.0
collio,2,40.786614922304764,12.647187611977337,1.0,0.5,0.0,0.0,0.0,0.5,1.0,270470.4229441586,0.5,1.0,0.25306437868354814,0.0,0.0,0.0
colloredo di prato,1,44.33162080384672,11.416508767054662,0.0,0.0,1.0,1.0,0.8224445483098947,1.0,0.0,105022.31335842297,1.0,0.0,0.00737842815997936,0.9061318012418956,0.22481611078011457,0.0
colnago,1,42.63045156920138,12.273234413341886,1.0,1.0,0.0,0.0,0.3843277267462173,0.0,1.0,133729.21029082045,0.0,1.0,0.05000739066113974,0.42343471790213966,0.0,0.34282110538173016
cologna paese,1,42.613727696697445,11.53763572366074,1.0,1.0,0.0,0.0,0.4974465422075952,0.0,1.0,168071.03200542912,0.0,1.0,0.1010040634656261,0.5480638569960814,0.0,0.44572591622637436
cologna spiaggia,1,40.55348637888223,13.930958163641543,0.0,0.0,1.0,1.0,0.0,1.0,0.0,137095.4781196432,1.0,0.0,0.055006206986766296,0.0,0.0,0.0
cologno al serio,1,43.505683774417975,10.806620845067568,1.0,1.0,1.0,1.0,0.4587355102144175,0.0,0.0,186958.2311349788,0.0,0.0,0.12905104135186604,0.5054138118106719,0.0,0.0
colombiera,1,42.00122062541806,13.576398144424637,1.0,1.0,1.0,1.0,0.4678043368179017,0.0,0.0,352623.32119264465,0.0,0.0,0.3750592019848444,0.5154054303365073,0.0,0.0
colonnata,1,40.06335228377949,12.231240502941738,0.0,0.0,1.0,1.0,0.0,1.0,0.0,536279.7302953685,1.0,0.0,0.6477839829033346,0.0,0.0,0.0
colonnella,3,42.60643129980658,10.809347655942593,2.0,0.6666666666666666,3.0,1.0,0.0,0.33333333333333337,0.0,304188.08379394846,0.33333333333333337,0.0,0.3031341895508592,0.0,0.0,0.0
colorina,1,41.35286606873002,10.872995330046283,0.0,0.0,1.0,1.0,0.0,1.0,0.0,104294.67705415488,1.0,0.0,0.006297908004764633,0.0,0.0,0.0
colorno,1,43.975990933654685,12.174160950922284,0.0,0.0,0.0,0.0,0.7762291222647276,1.0,1.0,291037.5326012371,1.0,1.0,0.2836059780906015,0.8552137577901812,0.6640939902054527,0.6640939902054527
coltodino,2,43.30173288101435,13.34303309711831,2.0,1.0,1.0,0.5,0.3506407078032427,0.0,0.5,356391.3342991267,0.0,0.5,0.38065459913969424,0.3863199005980486,0.0,0.4375560999641525
colubro,1,40.2326551820219,13.979465268679068,1.0,1.0,1.0,1.0,0.0,0.0,0.0,591165.5952590203,0.0,0.0,0.729288002125236,0.0,0.0,0.0
colverde,1,41.192166793387656,10.140259796074876,0.0,0.0,0.0,0.0,0.0,1.0,1.0,275065.6408299308,1.0,1.0,0.25988815247555874,0.0,0.0,0.0
comina (la),1,43.60554742724263,10.359513120402552,0.0,0.0,0.0,0.0,0.4329118374732236,1.0,1.0,244976.6356611753,1.0,1.0,0.21520679677011031,0.47696246984026786,0.5439433060045373,0.5439433060045373
