codice_cliente,next_best_action,nba_expected_value,priority_score,nba_reason,churn_score_model,cross_sell_score,clv_stimato,potenziale_crescita,engagement_score,satisfaction_score,reclami_totali,mesi_da_ultima_visita,multi_polizza_flag,valore_atteso_euro
13717,Retention (anti-churn),1331.8374003551694,1331.8374003551694,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.98,38674,74.2,89.4,68.8,1,3.3,1,1332
11702,Retention (anti-churn),1331.6421521980762,1331.6421521980762,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.9,25629,79.1,84.0,83.8,0,3.6,1,1332
14534,Retention (anti-churn),1331.4956581308556,1331.4956581308556,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.35,0.45,3827,79.2,69.7,87.0,0,9.0,0,1331
12375,Retention (anti-churn),1331.1960583133196,1331.1960583133196,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.22,0.39,6122,57.0,47.7,81.3,0,21.7,0,1331
14958,Retention (anti-churn),1330.7956965789372,1330.7956965789372,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.93,26047,78.6,67.0,79.9,0,5.8,1,1331
19054,Retention (anti-churn),1331.344521241618,1331.344521241618,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.2,0.5,6702,47.4,90.9,88.9,0,3.1,1,1331
12115,Retention (anti-churn),1330.6207071935012,1330.6207071935012,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.24,0.38,5531,49.2,56.2,83.6,0,15.1,0,1331
12979,Retention (anti-churn),1329.9351709578223,1329.9351709578223,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.08,0.78,16795,75.4,80.8,80.8,0,1.9,1,1330
12000,Retention (anti-churn),1329.1881355725636,1329.1881355725636,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.27,0.24,4907,59.1,54.2,78.0,0,4.6,0,1329
17084,Retention (anti-churn),1328.7980876692739,1328.7980876692739,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.16,0.9,8318,56.8,100.0,83.8,0,1.0,1,1329
16543,Retention (anti-churn),1329.3242985163397,1329.3242985163397,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.36,0.12,3664,76.0,57.0,86.2,0,11.2,0,1329
12726,Retention (anti-churn),1327.5089700183364,1327.5089700183364,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.93,27910,86.1,85.3,84.9,0,3.3,1,1328
16583,Retention (anti-churn),1328.0103547834187,1328.0103547834187,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.1,0.23,13924,62.3,44.4,71.7,1,17.9,1,1328
10691,Retention (anti-churn),1328.2436978578553,1328.2436978578553,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.22,0.77,5953,60.2,92.3,85.3,0,3.5,1,1328
18651,Retention (anti-churn),1327.441986836509,1327.441986836509,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.14,0.81,9551,76.9,97.0,83.5,0,3.1,1,1327
10251,Retention (anti-churn),1326.998178649063,1326.998178649063,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.08,0.67,16478,80.0,52.9,80.8,0,10.0,1,1327
13473,Retention (anti-churn),1325.7919892572208,1325.7919892572208,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.24,0.43,5441,76.2,48.6,78.3,0,9.5,0,1326
16881,Retention (anti-churn),1325.567811925408,1325.567811925408,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.98,19332,83.8,68.8,62.6,1,4.0,1,1326
10827,Retention (anti-churn),1325.9119403612249,1325.9119403612249,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.19,0.82,7145,65.6,74.2,90.9,0,1.1,0,1326
11195,Retention (anti-churn),1324.8273332825154,1324.8273332825154,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.67,23317,80.7,67.4,81.5,0,13.1,1,1325
11479,Retention (anti-churn),1323.3373663004184,1323.3373663004184,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.11,0.55,11722,68.6,45.2,82.0,0,10.5,0,1323
14018,Retention (anti-churn),1322.8763118775396,1322.8763118775396,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.82,22735,84.7,65.5,74.4,0,11.9,1,1323
14792,Retention (anti-churn),1322.6787006745244,1322.6787006745244,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.11,0.93,11720,64.6,96.8,71.2,1,3.5,1,1323
13383,Retention (anti-churn),1322.6718310876074,1322.6718310876074,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.1,0.77,13067,74.5,67.8,66.7,1,23.4,1,1323
13196,Retention (anti-churn),1322.8410299417483,1322.8410299417483,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.22,0.57,6128,53.9,56.0,85.6,0,23.4,0,1323
13435,Retention (anti-churn),1323.3861670301858,1323.3861670301858,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.15,0.9,8916,76.0,99.5,90.0,0,1.3,1,1323
10997,Retention (anti-churn),1321.6348683316169,1321.6348683316169,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.15,0.71,8689,54.4,67.6,64.3,1,15.5,1,1322
9910,Retention (anti-churn),1321.1697675528087,1321.1697675528087,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.24,0.79,5483,70.7,70.2,70.8,1,1.8,0,1321
16569,Retention (anti-churn),1319.9985618683038,1319.9985618683038,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.28,0.29,4748,53.7,55.6,86.5,0,16.0,0,1320
10886,Retention (anti-churn),1319.3484515393097,1319.3484515393097,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.13,0.82,10463,89.1,71.6,72.5,0,1.8,1,1319
18668,Retention (anti-churn),1319.451668635225,1319.451668635225,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.12,0.92,10566,54.5,94.7,73.0,1,2.1,1,1319
14319,Retention (anti-churn),1318.4661052498911,1318.4661052498911,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.28,0.56,4658,67.3,82.7,66.8,1,2.6,1,1318
10273,Retention (anti-churn),1317.861425225558,1317.861425225558,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.18,0.91,7419,66.6,80.2,85.8,0,2.5,0,1318
13870,Retention (anti-churn),1318.394622196261,1318.394622196261,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.18,0.09,7259,56.7,45.9,93.3,0,13.2,0,1318
15471,Retention (anti-churn),1317.8629575518623,1317.8629575518623,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.3,0.78,4448,55.4,84.9,71.7,0,1.1,1,1318
14665,Retention (anti-churn),1317.584730016011,1317.584730016011,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.2,0.68,6621,48.3,55.0,83.4,0,23.2,0,1318
11892,Retention (anti-churn),1316.9743710167666,1316.9743710167666,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.14,0.75,9384,68.9,80.7,69.7,1,1.2,1,1317
15725,Retention (anti-churn),1315.7952555655088,1315.7952555655088,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.3,0.09,4318,73.7,42.0,84.1,0,22.7,0,1316
17126,Retention (anti-churn),1314.7911002712522,1314.7911002712522,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.22,0.79,5943,52.9,68.1,83.1,0,15.0,0,1315
16694,Retention (anti-churn),1315.1547454221495,1315.1547454221495,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.76,24144,70.2,61.0,79.8,0,17.5,1,1315
14731,Retention (anti-churn),1314.7272870961742,1314.7272870961742,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.24,0.2,5550,86.6,49.3,92.9,0,16.7,0,1315
14985,Retention (anti-churn),1314.752905499434,1314.752905499434,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.12,0.88,11333,52.0,86.5,81.1,0,1.9,1,1315
9768,Retention (anti-churn),1313.656368960827,1313.656368960827,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.15,0.57,8788,70.1,53.4,83.2,0,13.3,0,1314
12239,Retention (anti-churn),1313.9930728277586,1313.9930728277586,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.16,0.54,8030,51.7,53.7,87.5,0,17.1,0,1314
17279,Retention (anti-churn),1310.963533778541,1310.963533778541,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.18,0.95,7154,65.5,100.0,84.8,0,2.2,1,1311
13151,Retention (anti-churn),1311.3805356470045,1311.3805356470045,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.27,0.7,4778,75.0,51.7,65.6,1,9.0,0,1311
18628,Retention (anti-churn),1310.0668214309358,1310.0668214309358,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.15,0.6,8878,79.4,52.4,84.8,0,7.1,0,1310
11802,Retention (anti-churn),1309.6161185044439,1309.6161185044439,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.15,0.86,8824,67.9,92.4,70.2,0,1.7,1,1310
14386,Retention (anti-churn),1308.7760534805136,1308.7760534805136,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.12,0.32,10774,64.2,68.5,88.1,0,15.6,1,1309
13833,Retention (anti-churn),1309.2525174673867,1309.2525174673867,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.7,17970,65.9,73.8,86.5,0,2.2,1,1309
17863,Retention (anti-churn),1308.434290020486,1308.434290020486,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.27,0.57,4916,75.4,71.3,81.6,0,1.8,0,1308
12653,Retention (anti-churn),1308.465453053832,1308.465453053832,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.84,23196,78.3,80.5,85.7,0,1.2,1,1308
17000,Retention (anti-churn),1306.786918636873,1306.786918636873,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.09,0.76,13976,81.8,85.0,79.0,0,2.9,1,1307
11490,Retention (anti-churn),1307.3381148042863,1307.3381148042863,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.08,0.79,17405,78.8,59.3,89.2,0,21.9,1,1307
14624,Retention (anti-churn),1306.6504443205536,1306.6504443205536,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.25,0.55,5327,57.1,89.7,85.7,0,1.0,1,1307
13969,Retention (anti-churn),1306.5719190197026,1306.5719190197026,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.08,0.74,15387,78.6,69.9,83.6,0,19.4,1,1307
18939,Retention (anti-churn),1305.3911406522504,1305.3911406522504,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.09,0.35,14329,87.9,52.3,85.9,0,21.0,1,1305
17692,Retention (anti-churn),1303.5525977482932,1303.5525977482932,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.21,0.81,6356,64.8,88.9,80.3,0,1.4,1,1304
16359,Retention (anti-churn),1303.5899363636795,1303.5899363636795,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.3,0.24,4298,68.3,52.3,83.3,0,8.5,0,1304
17929,Retention (anti-churn),1303.8601679890694,1303.8601679890694,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.38,0.08,3475,73.2,51.0,91.8,0,20.9,0,1304
17533,Retention (anti-churn),1303.0744709798726,1303.0744709798726,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.26,0.85,4984,68.3,93.3,59.1,1,1.5,1,1303
18028,Retention (anti-churn),1298.1503788061825,1298.1503788061825,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.19,0.12,6722,78.4,35.7,85.7,0,18.8,0,1298
10076,Retention (anti-churn),1298.1956771843663,1298.1956771843663,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.12,0.86,10721,81.5,74.6,74.2,0,2.4,1,1298
9965,Retention (anti-churn),1295.2329250703158,1295.2329250703158,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.2,0.7,6596,57.4,61.4,84.6,0,18.1,0,1295
11691,Retention (anti-churn),1294.6198878227792,1294.6198878227792,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.08,0.82,15938,72.0,100.0,88.3,0,2.6,1,1295
15052,Retention (anti-churn),1294.2788099305556,1294.2788099305556,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.14,0.73,9007,78.5,67.4,64.4,1,11.6,1,1294
13442,Retention (anti-churn),1294.3667717972232,1294.3667717972232,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.84,18420,70.5,69.6,86.4,0,14.8,1,1294
12386,Retention (anti-churn),1294.4866328642895,1294.4866328642895,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.85,27595,71.7,68.0,89.3,0,13.4,1,1294
18570,Retention (anti-churn),1293.381856945352,1293.381856945352,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.24,0.56,5456,77.8,46.3,75.8,0,8.2,0,1293
12020,Retention (anti-churn),1293.4267666735639,1293.4267666735639,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.08,0.95,15595,77.3,96.9,83.9,0,2.6,1,1293
18086,Retention (anti-churn),1293.2648613599276,1293.2648613599276,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.23,0.07,5522,71.8,32.3,82.5,0,22.5,0,1293
17797,Retention (anti-churn),1291.587404205316,1291.587404205316,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.1,0.75,13322,82.4,66.7,87.4,0,24.0,1,1292
15929,Retention (anti-churn),1291.9572213590088,1291.9572213590088,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.1,0.9,12340,68.7,63.4,67.6,0,7.1,1,1292
16162,Retention (anti-churn),1290.7540396695515,1290.7540396695515,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.3,0.16,4330,66.1,46.7,86.2,0,19.0,0,1291
